checkpoint_id,domain,checkpoint_question,expected_standard,actual_observation,score_0_100,severity_P0_P1_P2_P3,confidence_low_medium_high,evidence_ids,evidence_files,recommendation,fix_effort_XS_S_M_L_XL,business_impact_low_medium_high_critical,risk_if_ignored,visual_change_risk_none_minor_major,blocks_launch_yes_no
CP-17-22,"Multi-vendor marketplace logic: seller onboarding, product ownership, commissions, moderation","Does Multi-vendor marketplace logic: seller onboarding, product ownership, commissions, moderation meet the launch standard for CSRF and origin control?","Evidence-backed production readiness for CSRF and origin control, preserving current visual design unless necessary.",No explicit CSRF token or Origin/Referer check found in sampled custom mutation APIs.,55,P1,medium,E060,custom mutation CSRF/origin scan,Fix CSRF and origin control before launch or before enabling related feature.,S,high,Launch risk remains around CSRF and origin control.,none,no
CP-17-23,"Multi-vendor marketplace logic: seller onboarding, product ownership, commissions, moderation","Does Multi-vendor marketplace logic: seller onboarding, product ownership, commissions, moderation meet the launch standard for secret exposure?","Evidence-backed production readiness for secret exposure, preserving current visual design unless necessary.","Currently first-party/admin mode, not third-party seller-ready.",50,P1,medium,E003;E026;E031;E051,prisma/schema.prisma; src/backend/admin/product-editor.ts; src/app route scan and README.md; prisma/schema.prisma,Fix secret exposure before launch or before enabling related feature.,S,high,Launch risk remains around secret exposure.,none,no
CP-17-24,"Multi-vendor marketplace logic: seller onboarding, product ownership, commissions, moderation","Does Multi-vendor marketplace logic: seller onboarding, product ownership, commissions, moderation meet the launch standard for console and logging hygiene?","Evidence-backed production readiness for console and logging hygiene, preserving current visual design unless necessary.","Currently first-party/admin mode, not third-party seller-ready.",50,P1,medium,E003;E026;E031;E051,prisma/schema.prisma; src/backend/admin/product-editor.ts; src/app route scan and README.md; prisma/schema.prisma,Fix console and logging hygiene before launch or before enabling related feature.,S,high,Launch risk remains around console and logging hygiene.,none,no
CP-17-25,"Multi-vendor marketplace logic: seller onboarding, product ownership, commissions, moderation","Does Multi-vendor marketplace logic: seller onboarding, product ownership, commissions, moderation meet the launch standard for type safety?","Evidence-backed production readiness for type safety, preserving current visual design unless necessary.","Currently first-party/admin mode, not third-party seller-ready.",50,P1,medium,E003;E026;E031;E051,prisma/schema.prisma; src/backend/admin/product-editor.ts; src/app route scan and README.md; prisma/schema.prisma,Fix type safety before launch or before enabling related feature.,S,high,Launch risk remains around type safety.,none,no
CP-17-26,"Multi-vendor marketplace logic: seller onboarding, product ownership, commissions, moderation","Does Multi-vendor marketplace logic: seller onboarding, product ownership, commissions, moderation meet the launch standard for duplicate or dead code risk?","Evidence-backed production readiness for duplicate or dead code risk, preserving current visual design unless necessary.","Currently first-party/admin mode, not third-party seller-ready.",50,P1,medium,E003;E026;E031;E051,prisma/schema.prisma; src/backend/admin/product-editor.ts; src/app route scan and README.md; prisma/schema.prisma,Fix duplicate or dead code risk before launch or before enabling related feature.,S,high,Launch risk remains around duplicate or dead code risk.,none,no
CP-17-27,"Multi-vendor marketplace logic: seller onboarding, product ownership, commissions, moderation","Does Multi-vendor marketplace logic: seller onboarding, product ownership, commissions, moderation meet the launch standard for README and implementation alignment?","Evidence-backed production readiness for README and implementation alignment, preserving current visual design unless necessary.","Currently first-party/admin mode, not third-party seller-ready.",50,P1,medium,E003;E026;E031;E051,prisma/schema.prisma; src/backend/admin/product-editor.ts; src/app route scan and README.md; prisma/schema.prisma,Fix README and implementation alignment before launch or before enabling related feature.,S,high,Launch risk remains around README and implementation alignment.,none,no
CP-17-28,"Multi-vendor marketplace logic: seller onboarding, product ownership, commissions, moderation","Does Multi-vendor marketplace logic: seller onboarding, product ownership, commissions, moderation meet the launch standard for accessibility controls?","Evidence-backed production readiness for accessibility controls, preserving current visual design unless necessary.","Currently first-party/admin mode, not third-party seller-ready.",50,P1,medium,E003;E026;E031;E051,prisma/schema.prisma; src/backend/admin/product-editor.ts; src/app route scan and README.md; prisma/schema.prisma,Fix accessibility controls before launch or before enabling related feature.,S,high,Launch risk remains around accessibility controls.,none,no
CP-17-29,"Multi-vendor marketplace logic: seller onboarding, product ownership, commissions, moderation","Does Multi-vendor marketplace logic: seller onboarding, product ownership, commissions, moderation meet the launch standard for mobile layout behavior?","Evidence-backed production readiness for mobile layout behavior, preserving current visual design unless necessary.","Currently first-party/admin mode, not third-party seller-ready.",50,P1,medium,E003;E026;E031;E051,prisma/schema.prisma; src/backend/admin/product-editor.ts; src/app route scan and README.md; prisma/schema.prisma,Fix mobile layout behavior before launch or before enabling related feature.,S,high,Launch risk remains around mobile layout behavior.,none,no
CP-17-30,"Multi-vendor marketplace logic: seller onboarding, product ownership, commissions, moderation","Does Multi-vendor marketplace logic: seller onboarding, product ownership, commissions, moderation meet the launch standard for Bangladesh localization?","Evidence-backed production readiness for Bangladesh localization, preserving current visual design unless necessary.","Currently first-party/admin mode, not third-party seller-ready.",50,P1,medium,E003;E026;E031;E051,prisma/schema.prisma; src/backend/admin/product-editor.ts; src/app route scan and README.md; prisma/schema.prisma,Fix Bangladesh localization before launch or before enabling related feature.,S,high,Launch risk remains around Bangladesh localization.,none,no
CP-17-31,"Multi-vendor marketplace logic: seller onboarding, product ownership, commissions, moderation","Does Multi-vendor marketplace logic: seller onboarding, product ownership, commissions, moderation meet the launch standard for Bangla and English readiness?","Evidence-backed production readiness for Bangla and English readiness, preserving current visual design unless necessary.","Currently first-party/admin mode, not third-party seller-ready.",50,P1,medium,E003;E026;E031;E051,prisma/schema.prisma; src/backend/admin/product-editor.ts; src/app route scan and README.md; prisma/schema.prisma,Fix Bangla and English readiness before launch or before enabling related feature.,S,high,Launch risk remains around Bangla and English readiness.,none,no
CP-17-32,"Multi-vendor marketplace logic: seller onboarding, product ownership, commissions, moderation","Does Multi-vendor marketplace logic: seller onboarding, product ownership, commissions, moderation meet the launch standard for Merchant Center readiness?","Evidence-backed production readiness for Merchant Center readiness, preserving current visual design unless necessary.","Currently first-party/admin mode, not third-party seller-ready.",50,P1,medium,E003;E026;E031;E051,prisma/schema.prisma; src/backend/admin/product-editor.ts; src/app route scan and README.md; prisma/schema.prisma,Fix Merchant Center readiness before launch or before enabling related feature.,S,high,Launch risk remains around Merchant Center readiness.,none,no
CP-17-33,"Multi-vendor marketplace logic: seller onboarding, product ownership, commissions, moderation","Does Multi-vendor marketplace logic: seller onboarding, product ownership, commissions, moderation meet the launch standard for webhook readiness?","Evidence-backed production readiness for webhook readiness, preserving current visual design unless necessary.","Payment env variables exist, but no webhook route was found.",45,P1,medium,E043;E050,webhook route scan; src/app/api/admin/orders/[id]/payment-status/route.ts,Fix webhook readiness before launch or before enabling related feature.,S,high,Launch risk remains around webhook readiness.,none,no
CP-17-34,"Multi-vendor marketplace logic: seller onboarding, product ownership, commissions, moderation","Does Multi-vendor marketplace logic: seller onboarding, product ownership, commissions, moderation meet the launch standard for shipment tracking readiness?","Evidence-backed production readiness for shipment tracking readiness, preserving current visual design unless necessary.","Currently first-party/admin mode, not third-party seller-ready.",50,P1,medium,E003;E026;E031;E051,prisma/schema.prisma; src/backend/admin/product-editor.ts; src/app route scan and README.md; prisma/schema.prisma,Fix shipment tracking readiness before launch or before enabling related feature.,S,high,Launch risk remains around shipment tracking readiness.,none,no
CP-17-35,"Multi-vendor marketplace logic: seller onboarding, product ownership, commissions, moderation","Does Multi-vendor marketplace logic: seller onboarding, product ownership, commissions, moderation meet the launch standard for fraud and moderation readiness?","Evidence-backed production readiness for fraud and moderation readiness, preserving current visual design unless necessary.","Currently first-party/admin mode, not third-party seller-ready.",50,P1,medium,E003;E026;E031;E051,prisma/schema.prisma; src/backend/admin/product-editor.ts; src/app route scan and README.md; prisma/schema.prisma,Fix fraud and moderation readiness before launch or before enabling related feature.,S,high,Launch risk remains around fraud and moderation readiness.,none,no
CP-17-36,"Multi-vendor marketplace logic: seller onboarding, product ownership, commissions, moderation","Does Multi-vendor marketplace logic: seller onboarding, product ownership, commissions, moderation meet the launch standard for cache and revalidation?","Evidence-backed production readiness for cache and revalidation, preserving current visual design unless necessary.","Currently first-party/admin mode, not third-party seller-ready.",50,P1,medium,E003;E026;E031;E051,prisma/schema.prisma; src/backend/admin/product-editor.ts; src/app route scan and README.md; prisma/schema.prisma,Fix cache and revalidation before launch or before enabling related feature.,S,high,Launch risk remains around cache and revalidation.,none,no
CP-17-37,"Multi-vendor marketplace logic: seller onboarding, product ownership, commissions, moderation","Does Multi-vendor marketplace logic: seller onboarding, product ownership, commissions, moderation meet the launch standard for N+1 or bulk-fetch risk?","Evidence-backed production readiness for N+1 or bulk-fetch risk, preserving current visual design unless necessary.","Currently first-party/admin mode, not third-party seller-ready.",50,P1,medium,E003;E026;E031;E051,prisma/schema.prisma; src/backend/admin/product-editor.ts; src/app route scan and README.md; prisma/schema.prisma,Fix N+1 or bulk-fetch risk before launch or before enabling related feature.,S,high,Launch risk remains around N+1 or bulk-fetch risk.,none,no
CP-17-38,"Multi-vendor marketplace logic: seller onboarding, product ownership, commissions, moderation","Does Multi-vendor marketplace logic: seller onboarding, product ownership, commissions, moderation meet the launch standard for payment status integrity?","Evidence-backed production readiness for payment status integrity, preserving current visual design unless necessary.","Currently first-party/admin mode, not third-party seller-ready.",50,P1,medium,E003;E026;E031;E051,prisma/schema.prisma; src/backend/admin/product-editor.ts; src/app route scan and README.md; prisma/schema.prisma,Fix payment status integrity before launch or before enabling related feature.,S,high,Launch risk remains around payment status integrity.,none,no
CP-17-39,"Multi-vendor marketplace logic: seller onboarding, product ownership, commissions, moderation","Does Multi-vendor marketplace logic: seller onboarding, product ownership, commissions, moderation meet the launch standard for guest and buyer flow?","Evidence-backed production readiness for guest and buyer flow, preserving current visual design unless necessary.","Currently first-party/admin mode, not third-party seller-ready.",50,P1,medium,E003;E026;E031;E051,prisma/schema.prisma; src/backend/admin/product-editor.ts; src/app route scan and README.md; prisma/schema.prisma,Fix guest and buyer flow before launch or before enabling related feature.,S,high,Launch risk remains around guest and buyer flow.,none,no
CP-17-40,"Multi-vendor marketplace logic: seller onboarding, product ownership, commissions, moderation","Does Multi-vendor marketplace logic: seller onboarding, product ownership, commissions, moderation meet the launch standard for account privacy?","Evidence-backed production readiness for account privacy, preserving current visual design unless necessary.","Account order detail is owner-scoped, but public confirmation exposes PII by orderNumber.",35,P0,medium,E022;E023;E010,src/app/(store)/order/[orderNumber]/confirmation/page.tsx; src/app/(store)/account/orders/[id]/page.tsx; .gitignore / git ls-files .env,Fix account privacy before launch or before enabling related feature.,M,critical,Launch risk remains around account privacy.,none,yes
CP-17-41,"Multi-vendor marketplace logic: seller onboarding, product ownership, commissions, moderation","Does Multi-vendor marketplace logic: seller onboarding, product ownership, commissions, moderation meet the launch standard for product SEO fields?","Evidence-backed production readiness for product SEO fields, preserving current visual design unless necessary.","Currently first-party/admin mode, not third-party seller-ready.",50,P1,medium,E003;E026;E031;E051,prisma/schema.prisma; src/backend/admin/product-editor.ts; src/app route scan and README.md; prisma/schema.prisma,Fix product SEO fields before launch or before enabling related feature.,S,high,Launch risk remains around product SEO fields.,none,no
CP-17-42,"Multi-vendor marketplace logic: seller onboarding, product ownership, commissions, moderation","Does Multi-vendor marketplace logic: seller onboarding, product ownership, commissions, moderation meet the launch standard for category taxonomy?","Evidence-backed production readiness for category taxonomy, preserving current visual design unless necessary.","Currently first-party/admin mode, not third-party seller-ready.",50,P1,medium,E003;E026;E031;E051,prisma/schema.prisma; src/backend/admin/product-editor.ts; src/app route scan and README.md; prisma/schema.prisma,Fix category taxonomy before launch or before enabling related feature.,S,high,Launch risk remains around category taxonomy.,none,no
CP-17-43,"Multi-vendor marketplace logic: seller onboarding, product ownership, commissions, moderation","Does Multi-vendor marketplace logic: seller onboarding, product ownership, commissions, moderation meet the launch standard for internal linking?","Evidence-backed production readiness for internal linking, preserving current visual design unless necessary.","Currently first-party/admin mode, not third-party seller-ready.",50,P1,medium,E003;E026;E031;E051,prisma/schema.prisma; src/backend/admin/product-editor.ts; src/app route scan and README.md; prisma/schema.prisma,Fix internal linking before launch or before enabling related feature.,S,high,Launch risk remains around internal linking.,none,no
CP-17-44,"Multi-vendor marketplace logic: seller onboarding, product ownership, commissions, moderation","Does Multi-vendor marketplace logic: seller onboarding, product ownership, commissions, moderation meet the launch standard for reviews and ratings?","Evidence-backed production readiness for reviews and ratings, preserving current visual design unless necessary.","Currently first-party/admin mode, not third-party seller-ready.",50,P1,medium,E003;E026;E031;E051,prisma/schema.prisma; src/backend/admin/product-editor.ts; src/app route scan and README.md; prisma/schema.prisma,Fix reviews and ratings before launch or before enabling related feature.,S,high,Launch risk remains around reviews and ratings.,none,no
CP-17-45,"Multi-vendor marketplace logic: seller onboarding, product ownership, commissions, moderation","Does Multi-vendor marketplace logic: seller onboarding, product ownership, commissions, moderation meet the launch standard for returns and refunds?","Evidence-backed production readiness for returns and refunds, preserving current visual design unless necessary.","Currently first-party/admin mode, not third-party seller-ready.",50,P1,medium,E003;E026;E031;E051,prisma/schema.prisma; src/backend/admin/product-editor.ts; src/app route scan and README.md; prisma/schema.prisma,Fix returns and refunds before launch or before enabling related feature.,S,high,Launch risk remains around returns and refunds.,none,no
CP-17-46,"Multi-vendor marketplace logic: seller onboarding, product ownership, commissions, moderation","Does Multi-vendor marketplace logic: seller onboarding, product ownership, commissions, moderation meet the launch standard for deployment headers?","Evidence-backed production readiness for deployment headers, preserving current visual design unless necessary.","Currently first-party/admin mode, not third-party seller-ready.",50,P1,medium,E003;E026;E031;E051,prisma/schema.prisma; src/backend/admin/product-editor.ts; src/app route scan and README.md; prisma/schema.prisma,Fix deployment headers before launch or before enabling related feature.,S,high,Launch risk remains around deployment headers.,none,no
CP-17-47,"Multi-vendor marketplace logic: seller onboarding, product ownership, commissions, moderation","Does Multi-vendor marketplace logic: seller onboarding, product ownership, commissions, moderation meet the launch standard for dependency deprecation?","Evidence-backed production readiness for dependency deprecation, preserving current visual design unless necessary.","Currently first-party/admin mode, not third-party seller-ready.",50,P1,medium,E003;E026;E031;E051,prisma/schema.prisma; src/backend/admin/product-editor.ts; src/app route scan and README.md; prisma/schema.prisma,Fix dependency deprecation before launch or before enabling related feature.,S,high,Launch risk remains around dependency deprecation.,none,no
CP-17-48,"Multi-vendor marketplace logic: seller onboarding, product ownership, commissions, moderation","Does Multi-vendor marketplace logic: seller onboarding, product ownership, commissions, moderation meet the launch standard for observability?","Evidence-backed production readiness for observability, preserving current visual design unless necessary.","Currently first-party/admin mode, not third-party seller-ready.",50,P1,medium,E003;E026;E031;E051,prisma/schema.prisma; src/backend/admin/product-editor.ts; src/app route scan and README.md; prisma/schema.prisma,Fix observability before launch or before enabling related feature.,S,high,Launch risk remains around observability.,none,no
CP-17-49,"Multi-vendor marketplace logic: seller onboarding, product ownership, commissions, moderation","Does Multi-vendor marketplace logic: seller onboarding, product ownership, commissions, moderation meet the launch standard for visual preservation?","Evidence-backed production readiness for visual preservation, preserving current visual design unless necessary.","Currently first-party/admin mode, not third-party seller-ready.",50,P1,medium,E003;E026;E031;E051,prisma/schema.prisma; src/backend/admin/product-editor.ts; src/app route scan and README.md; prisma/schema.prisma,Fix visual preservation before launch or before enabling related feature.,S,high,Launch risk remains around visual preservation.,none,no
CP-17-50,"Multi-vendor marketplace logic: seller onboarding, product ownership, commissions, moderation","Does Multi-vendor marketplace logic: seller onboarding, product ownership, commissions, moderation meet the launch standard for launch risk?","Evidence-backed production readiness for launch risk, preserving current visual design unless necessary.","Currently first-party/admin mode, not third-party seller-ready.",50,P1,medium,E003;E026;E031;E051,prisma/schema.prisma; src/backend/admin/product-editor.ts; src/app route scan and README.md; prisma/schema.prisma,Fix launch risk before launch or before enabling related feature.,S,high,Launch risk remains around launch risk.,none,no
CP-18-01,"Checkout, order, payment-readiness, shipment/tracking-readiness, trade-license-dependent design","Does Checkout, order, payment-readiness, shipment/tracking-readiness, trade-license-dependent design meet the launch standard for route group coverage?","Evidence-backed production readiness for route group coverage, preserving current visual design unless necessary.",COD/order transaction strong; online gateway/shipment integrations pending.,62,P2,medium,E019;E020;E021;E043;E050;E051,src/app/api/orders/route.ts; src/app/(store)/checkout/page.tsx; src/backend/config/payment.ts; webhook route scan; src/app/api/admin/orders/[id]/payment-status/route.ts; prisma/schema.prisma,Keep route group coverage under regression coverage and improve where noted.,XS,critical,May reduce polish or scalability if left unmonitored.,none,no
CP-18-02,"Checkout, order, payment-readiness, shipment/tracking-readiness, trade-license-dependent design","Does Checkout, order, payment-readiness, shipment/tracking-readiness, trade-license-dependent design meet the launch standard for API mutation coverage?","Evidence-backed production readiness for API mutation coverage, preserving current visual design unless necessary.",COD/order transaction strong; online gateway/shipment integrations pending.,62,P2,medium,E019;E020;E021;E043;E050;E051,src/app/api/orders/route.ts; src/app/(store)/checkout/page.tsx; src/backend/config/payment.ts; webhook route scan; src/app/api/admin/orders/[id]/payment-status/route.ts; prisma/schema.prisma,Keep API mutation coverage under regression coverage and improve where noted.,XS,critical,May reduce polish or scalability if left unmonitored.,none,no
CP-18-03,"Checkout, order, payment-readiness, shipment/tracking-readiness, trade-license-dependent design","Does Checkout, order, payment-readiness, shipment/tracking-readiness, trade-license-dependent design meet the launch standard for RBAC enforcement?","Evidence-backed production readiness for RBAC enforcement, preserving current visual design unless necessary.",COD/order transaction strong; online gateway/shipment integrations pending.,62,P2,medium,E019;E020;E021;E043;E050;E051,src/app/api/orders/route.ts; src/app/(store)/checkout/page.tsx; src/backend/config/payment.ts; webhook route scan; src/app/api/admin/orders/[id]/payment-status/route.ts; prisma/schema.prisma,Keep RBAC enforcement under regression coverage and improve where noted.,XS,critical,May reduce polish or scalability if left unmonitored.,none,no
CP-18-04,"Checkout, order, payment-readiness, shipment/tracking-readiness, trade-license-dependent design","Does Checkout, order, payment-readiness, shipment/tracking-readiness, trade-license-dependent design meet the launch standard for authenticated data access?","Evidence-backed production readiness for authenticated data access, preserving current visual design unless necessary.",COD/order transaction strong; online gateway/shipment integrations pending.,62,P2,medium,E019;E020;E021;E043;E050;E051,src/app/api/orders/route.ts; src/app/(store)/checkout/page.tsx; src/backend/config/payment.ts; webhook route scan; src/app/api/admin/orders/[id]/payment-status/route.ts; prisma/schema.prisma,Keep authenticated data access under regression coverage and improve where noted.,XS,critical,May reduce polish or scalability if left unmonitored.,none,no
CP-18-05,"Checkout, order, payment-readiness, shipment/tracking-readiness, trade-license-dependent design","Does Checkout, order, payment-readiness, shipment/tracking-readiness, trade-license-dependent design meet the launch standard for schema support?","Evidence-backed production readiness for schema support, preserving current visual design unless necessary.",COD/order transaction strong; online gateway/shipment integrations pending.,62,P2,medium,E019;E020;E021;E043;E050;E051,src/app/api/orders/route.ts; src/app/(store)/checkout/page.tsx; src/backend/config/payment.ts; webhook route scan; src/app/api/admin/orders/[id]/payment-status/route.ts; prisma/schema.prisma,Keep schema support under regression coverage and improve where noted.,XS,critical,May reduce polish or scalability if left unmonitored.,none,no
CP-18-06,"Checkout, order, payment-readiness, shipment/tracking-readiness, trade-license-dependent design","Does Checkout, order, payment-readiness, shipment/tracking-readiness, trade-license-dependent design meet the launch standard for validation path?","Evidence-backed production readiness for validation path, preserving current visual design unless necessary.",COD/order transaction strong; online gateway/shipment integrations pending.,62,P2,medium,E019;E020;E021;E043;E050;E051,src/app/api/orders/route.ts; src/app/(store)/checkout/page.tsx; src/backend/config/payment.ts; webhook route scan; src/app/api/admin/orders/[id]/payment-status/route.ts; prisma/schema.prisma,Keep validation path under regression coverage and improve where noted.,XS,critical,May reduce polish or scalability if left unmonitored.,none,no
CP-18-07,"Checkout, order, payment-readiness, shipment/tracking-readiness, trade-license-dependent design","Does Checkout, order, payment-readiness, shipment/tracking-readiness, trade-license-dependent design meet the launch standard for error handling?","Evidence-backed production readiness for error handling, preserving current visual design unless necessary.",COD/order transaction strong; online gateway/shipment integrations pending.,62,P2,medium,E019;E020;E021;E043;E050;E051,src/app/api/orders/route.ts; src/app/(store)/checkout/page.tsx; src/backend/config/payment.ts; webhook route scan; src/app/api/admin/orders/[id]/payment-status/route.ts; prisma/schema.prisma,Keep error handling under regression coverage and improve where noted.,XS,critical,May reduce polish or scalability if left unmonitored.,none,no
CP-18-08,"Checkout, order, payment-readiness, shipment/tracking-readiness, trade-license-dependent design","Does Checkout, order, payment-readiness, shipment/tracking-readiness, trade-license-dependent design meet the launch standard for audit logging?","Evidence-backed production readiness for audit logging, preserving current visual design unless necessary.",COD/order transaction strong; online gateway/shipment integrations pending.,62,P2,medium,E019;E020;E021;E043;E050;E051,src/app/api/orders/route.ts; src/app/(store)/checkout/page.tsx; src/backend/config/payment.ts; webhook route scan; src/app/api/admin/orders/[id]/payment-status/route.ts; prisma/schema.prisma,Keep audit logging under regression coverage and improve where noted.,XS,critical,May reduce polish or scalability if left unmonitored.,none,no
CP-18-09,"Checkout, order, payment-readiness, shipment/tracking-readiness, trade-license-dependent design","Does Checkout, order, payment-readiness, shipment/tracking-readiness, trade-license-dependent design meet the launch standard for environment dependency?","Evidence-backed production readiness for environment dependency, preserving current visual design unless necessary.",COD/order transaction strong; online gateway/shipment integrations pending.,62,P2,medium,E019;E020;E021;E043;E050;E051,src/app/api/orders/route.ts; src/app/(store)/checkout/page.tsx; src/backend/config/payment.ts; webhook route scan; src/app/api/admin/orders/[id]/payment-status/route.ts; prisma/schema.prisma,Keep environment dependency under regression coverage and improve where noted.,XS,critical,May reduce polish or scalability if left unmonitored.,none,no
CP-18-10,"Checkout, order, payment-readiness, shipment/tracking-readiness, trade-license-dependent design","Does Checkout, order, payment-readiness, shipment/tracking-readiness, trade-license-dependent design meet the launch standard for command verification?","Evidence-backed production readiness for command verification, preserving current visual design unless necessary.",COD/order transaction strong; online gateway/shipment integrations pending.,62,P2,medium,E019;E020;E021;E043;E050;E051,src/app/api/orders/route.ts; src/app/(store)/checkout/page.tsx; src/backend/config/payment.ts; webhook route scan; src/app/api/admin/orders/[id]/payment-status/route.ts; prisma/schema.prisma,Keep command verification under regression coverage and improve where noted.,XS,critical,May reduce polish or scalability if left unmonitored.,none,no
CP-18-11,"Checkout, order, payment-readiness, shipment/tracking-readiness, trade-license-dependent design","Does Checkout, order, payment-readiness, shipment/tracking-readiness, trade-license-dependent design meet the launch standard for test coverage?","Evidence-backed production readiness for test coverage, preserving current visual design unless necessary.",COD/order transaction strong; online gateway/shipment integrations pending.,62,P2,medium,E019;E020;E021;E043;E050;E051,src/app/api/orders/route.ts; src/app/(store)/checkout/page.tsx; src/backend/config/payment.ts; webhook route scan; src/app/api/admin/orders/[id]/payment-status/route.ts; prisma/schema.prisma,Keep test coverage under regression coverage and improve where noted.,XS,critical,May reduce polish or scalability if left unmonitored.,none,no
CP-18-12,"Checkout, order, payment-readiness, shipment/tracking-readiness, trade-license-dependent design","Does Checkout, order, payment-readiness, shipment/tracking-readiness, trade-license-dependent design meet the launch standard for data fetching strategy?","Evidence-backed production readiness for data fetching strategy, preserving current visual design unless necessary.",In-memory route limiter exists but is not distributed.,58,P1,medium,E008,src/backend/security/rate-limit.ts,Fix data fetching strategy before launch or before enabling related feature.,S,critical,Launch risk remains around data fetching strategy.,none,no
CP-18-13,"Checkout, order, payment-readiness, shipment/tracking-readiness, trade-license-dependent design","Does Checkout, order, payment-readiness, shipment/tracking-readiness, trade-license-dependent design meet the launch standard for image/media handling?","Evidence-backed production readiness for image/media handling, preserving current visual design unless necessary.",COD/order transaction strong; online gateway/shipment integrations pending.,62,P2,medium,E019;E020;E021;E043;E050;E051,src/app/api/orders/route.ts; src/app/(store)/checkout/page.tsx; src/backend/config/payment.ts; webhook route scan; src/app/api/admin/orders/[id]/payment-status/route.ts; prisma/schema.prisma,Keep image/media handling under regression coverage and improve where noted.,XS,critical,May reduce polish or scalability if left unmonitored.,none,no
CP-18-14,"Checkout, order, payment-readiness, shipment/tracking-readiness, trade-license-dependent design","Does Checkout, order, payment-readiness, shipment/tracking-readiness, trade-license-dependent design meet the launch standard for metadata and canonical handling?","Evidence-backed production readiness for metadata and canonical handling, preserving current visual design unless necessary.",COD/order transaction strong; online gateway/shipment integrations pending.,62,P2,medium,E011;E017;E018,src/backend/seo/metadata.ts; src/app/(store)/category/[slug]/page.tsx; src/app/(store)/search/page.tsx,Keep metadata and canonical handling under regression coverage and improve where noted.,XS,critical,May reduce polish or scalability if left unmonitored.,none,no
CP-18-15,"Checkout, order, payment-readiness, shipment/tracking-readiness, trade-license-dependent design","Does Checkout, order, payment-readiness, shipment/tracking-readiness, trade-license-dependent design meet the launch standard for structured data handling?","Evidence-backed production readiness for structured data handling, preserving current visual design unless necessary.",COD/order transaction strong; online gateway/shipment integrations pending.,62,P2,medium,E014;E016;E017,src/backend/seo/structured-data.ts; src/app/(store)/products/[slug]/page.tsx; src/app/(store)/category/[slug]/page.tsx,Keep structured data handling under regression coverage and improve where noted.,XS,critical,May reduce polish or scalability if left unmonitored.,none,no
CP-18-16,"Checkout, order, payment-readiness, shipment/tracking-readiness, trade-license-dependent design","Does Checkout, order, payment-readiness, shipment/tracking-readiness, trade-license-dependent design meet the launch standard for sitemap and robots handling?","Evidence-backed production readiness for sitemap and robots handling, preserving current visual design unless necessary.",COD/order transaction strong; online gateway/shipment integrations pending.,62,P2,medium,E019;E020;E021;E043;E050;E051,src/app/api/orders/route.ts; src/app/(store)/checkout/page.tsx; src/backend/config/payment.ts; webhook route scan; src/app/api/admin/orders/[id]/payment-status/route.ts; prisma/schema.prisma,Keep sitemap and robots handling under regression coverage and improve where noted.,XS,critical,May reduce polish or scalability if left unmonitored.,none,no
CP-18-17,"Checkout, order, payment-readiness, shipment/tracking-readiness, trade-license-dependent design","Does Checkout, order, payment-readiness, shipment/tracking-readiness, trade-license-dependent design meet the launch standard for pagination and facets?","Evidence-backed production readiness for pagination and facets, preserving current visual design unless necessary.",COD/order transaction strong; online gateway/shipment integrations pending.,62,P2,medium,E019;E020;E021;E043;E050;E051,src/app/api/orders/route.ts; src/app/(store)/checkout/page.tsx; src/backend/config/payment.ts; webhook route scan; src/app/api/admin/orders/[id]/payment-status/route.ts; prisma/schema.prisma,Keep pagination and facets under regression coverage and improve where noted.,XS,critical,May reduce polish or scalability if left unmonitored.,none,no
CP-18-18,"Checkout, order, payment-readiness, shipment/tracking-readiness, trade-license-dependent design","Does Checkout, order, payment-readiness, shipment/tracking-readiness, trade-license-dependent design meet the launch standard for seller ownership?","Evidence-backed production readiness for seller ownership, preserving current visual design unless necessary.","Seller schema exists, but no seller route area was found and product writes are first-party/admin-managed.",45,P1,medium,E031;E026;E003,src/app route scan and README.md; src/backend/admin/product-editor.ts; prisma/schema.prisma,Fix seller ownership before launch or before enabling related feature.,S,critical,Launch risk remains around seller ownership.,minor,no
CP-18-19,"Checkout, order, payment-readiness, shipment/tracking-readiness, trade-license-dependent design","Does Checkout, order, payment-readiness, shipment/tracking-readiness, trade-license-dependent design meet the launch standard for admin versus super-admin split?","Evidence-backed production readiness for admin versus super-admin split, preserving current visual design unless necessary.",COD/order transaction strong; online gateway/shipment integrations pending.,62,P2,medium,E019;E020;E021;E043;E050;E051,src/app/api/orders/route.ts; src/app/(store)/checkout/page.tsx; src/backend/config/payment.ts; webhook route scan; src/app/api/admin/orders/[id]/payment-status/route.ts; prisma/schema.prisma,Keep admin versus super-admin split under regression coverage and improve where noted.,XS,critical,May reduce polish or scalability if left unmonitored.,none,no
